Edge ID,From Junction,To Junction,From Cluster,To Cluster,From Lat,From Lon,To Lat,To Lon
-108455941#1,1244390563,1244390548,4,4,41.10765513898984,16.855248241025688,41.10751855076415,16.855239274312098
-108455945#0,1244390548,1244390567,4,4,41.10751855076415,16.855239274312098,41.10751366827124,16.85556472632431
-108455945#1,1244390545,1244390548,4,4,41.1075177706215,16.85484590114946,41.10751855076415,16.855239274312098
-108455961#0,1244390528,1244390532,4,4,41.107395991627534,16.85562310040042,41.10767595468259,16.855756505035643
-108455961#1,1244390552,1244390528,4,4,41.10739098304517,16.85523508700654,41.107395991627534,16.85562310040042
-108634762#0,1245871230,281825548,3,3,41.09781493300057,16.85272138388394,41.097795170327615,16.8527908424273
-108634762#1,cluster_11872583081_1420872293_5534114664,1245871230,3,3,41.09787809967991,16.852495851624283,41.09781493300057,16.85272138388394
-108634762#10,1420872248,1420903749,3,3,41.09793748434432,16.85075728665873,41.097897278699065,16.850871419140223
-108634762#3,1420903812,cluster_11872583081_1420872293_5534114664,3,3,41.0979155989516,16.852438084121964,41.09787809967991,16.852495851624283
-108634762#4,1420872273,1420903812,3,3,41.09806721210441,16.852050479186744,41.0979155989516,16.852438084121964
-108634762#5,1420872290,1420872273,3,3,41.098120239865395,16.851923252261454,41.09806721210441,16.852050479186744
-108634762#6,1420872285,1420872290,3,3,41.098164496232926,16.851708498787925,41.098120239865395,16.851923252261454
-108634762#7,1420872323,1420872285,3,3,41.09793746834689,16.851542921811404,41.098164496232926,16.851708498787925
-108634762#8,1420903720,1420872323,3,3,41.09775541058747,16.851269420616525,41.09793746834689,16.851542921811404
-108634762#9,1420903749,1420903720,3,3,41.097897278699065,16.850871419140223,41.09775541058747,16.851269420616525
-1101064695,10076905731,10076905722,4,4,41.108575868568394,16.85013074507172,41.11065474619498,16.85298487302398
-110540716#0,1262170832,1262170669,3,3,41.0939351097473,16.853939192788612,41.09332458522208,16.853681753087926
-110540716#1,1262170719,1262170832,3,3,41.09431454009214,16.85422788098995,41.0939351097473,16.853939192788612
-110540717#0,1262170580,1262170832,3,3,41.093939057717336,16.85417517064114,41.0939351097473,16.853939192788612
-110540717#1,339209617,1262170580,3,3,41.093874010675705,16.854416589648586,41.093939057717336,16.85417517064114
-110540722#0,1262170749,1262170668,3,3,41.09510351290052,16.852340602097357,41.0947638817484,16.85214210066957
-110540722#1,1262170709,1262170749,3,3,41.0952741433395,16.852433982687366,41.09510351290052,16.852340602097357
-110540729#0,1262170746,1262170679,3,3,41.09480467202794,16.85395138451953,41.094771045382544,16.85407069548015
-110540729#1,1262170709,1262170746,3,3,41.0952741433395,16.852433982687366,41.09480467202794,16.85395138451953
-110540729#2,1262170603,1262170709,3,3,41.09555227428975,16.851611660404227,41.0952741433395,16.852433982687366
-110540729#3,1449598846,1262170603,3,3,41.09559710650716,16.85148432677729,41.09555227428975,16.851611660404227
-110540746#0,1262170669,339209624,3,3,41.09332458522208,16.853681753087926,41.0929958887206,16.85348677259829
-110540746#1,1262170580,1262170669,3,3,41.093939057717336,16.85417517064114,41.09332458522208,16.853681753087926
-110540746#2,1262170719,1262170580,3,3,41.09431454009214,16.85422788098995,41.093939057717336,16.85417517064114
-110540746#3,1262170699,1262170719,3,3,41.0940220774019,16.854495884667088,41.09431454009214,16.85422788098995
-110540747#0,1262170827,1262170603,3,3,41.09544659117892,16.85139472792413,41.09555227428975,16.851611660404227
-110540747#1,1449598841,1262170827,3,3,41.09427128190952,16.85235948482362,41.09544659117892,16.85139472792413
-110540748,1262170732,1262170820,1,1,41.095606823823886,16.878150943377637,41.09527047689181,16.87777034820572
-110544860,1472139129,1262217902,2,2,41.10428673559737,16.877531862648333,41.104119446992755,16.878991337259862
-110544881#1,639282926,357851900,2,2,41.106921077118315,16.874189343495544,41.10707707826529,16.874173178538697
-110544889#2,11383885230,1262218126,2,2,41.10811761347806,16.874106789482557,41.11248567320381,16.873580296380023
-110544889#3,cluster_3873437418_3873437428_639177795_639916977,11383885230,2,2,41.10750679508949,16.8742080283001,41.10811761347806,16.874106789482557
-110544889#4,11434837323,cluster_3873437418_3873437428_639177795_639916977,2,2,41.10717567725062,16.874186224658644,41.10750679508949,16.8742080283001
-110544889#6,357851900,11434837323,2,2,41.10707707826529,16.874173178538697,41.10717567725062,16.874186224658644
-1107330353,5396186067,5433902446,4,4,41.10655366468042,16.85214501267212,41.10567667985701,16.85350139992
-1107330354#0,11341039618,5396186100,4,4,41.1040495579159,16.853625802845347,41.10361359069552,16.853659862719862
-1107330354#1,5396186087,11341039618,4,4,41.10430672620785,16.853608624616353,41.1040495579159,16.853625802845347
-1107330354#2,5396186081,5396186087,4,4,41.10492363007851,16.85355917120979,41.10430672620785,16.853608624616353
-1107330354#3,5396186073,5396186081,4,4,41.10556232582342,16.85351009189111,41.10492363007851,16.85355917120979
-1107330354#4,5433902446,5396186073,4,4,41.10567667985701,16.85350139992,41.10556232582342,16.85351009189111
-1107330355#0,9602691565,9602691560,4,3,41.102616250927134,16.85374612653611,41.10176475385241,16.853820415158847
-1107330355#1,5433902421,9602691565,4,4,41.10335292447536,16.853681705538587,41.102616250927134,16.85374612653611
-1107330355#2,5396186100,5433902421,4,4,41.10361359069552,16.853659862719862,41.10335292447536,16.853681705538587
-1123880799,cluster_10277984501_10826702132,10277984500,4,4,41.10769625715233,16.854193909475043,41.107992026825734,16.854156859496104
-1123880802#1,10278018811,cluster_10278018810_10784719172,4,4,41.10758226325501,16.856405760411878,41.10771201797107,16.856430733186233
-1123880803#1,10278018813,cluster_10278018812_10784719179,4,4,41.107537184395824,16.856989455951265,41.10760995155661,16.857018182751133
-1123880804,cluster_10278018817_10784719178_1244390602,10278018814,4,4,41.10779170351428,16.855834553308313,41.108028389563984,16.855321987477794
-1125793764#0,10294755165,10294755164,4,4,41.10417850671591,16.857675871163266,41.104160576094245,16.857799092902425
-1125793764#1,10294755166,10294755165,4,4,41.10431144924674,16.856698730131157,41.10417850671591,16.857675871163266
-1130684812,648410158,648410192,3,3,41.09963385161425,16.85487870915167,41.099533666001015,16.85517655304788
-1130684813#0,280808626,280803073,3,3,41.09978938918331,16.856428681128303,41.099502426186284,16.856316050845567
-1130684813#1,11243206928,280808626,3,3,41.099880452504244,16.856462324750247,41.09978938918331,16.856428681128303
-1130684813#2,11243206929,11243206928,3,3,41.10062362900713,16.856704264761326,41.099880452504244,16.856462324750247
-1130684813#3,339214171,11243206929,3,3,41.10077714514187,16.85672478408497,41.10062362900713,16.856704264761326
-1130684814,280803073,cluster_11294213986_11294213987_280802784_280804141,3,3,41.099502426186284,16.856316050845567,41.099311028970725,16.856287440702864
-1135075614#0,10581082546,10581082541,5,5,41.10561139136639,16.860522875069222,41.10586594045665,16.860740368222224
-1135075614#1,10581082545,10581082546,5,5,41.10563164422533,16.860244905669738,41.10561139136639,16.860522875069222
-1135075614#2,10581082543,10581082545,4,5,41.10566201118566,16.859820269865462,41.10563164422533,16.860244905669738
-1135075615#0,10581082544,10581082550,5,4,41.1061540374003,16.860263940525165,41.10638769846171,16.860068208402154
-1135075615#1,10581082548,10581082544,5,5,41.10593006633324,16.86024451803452,41.1061540374003,16.860263940525165
-1135075615#2,10581082545,10581082548,5,5,41.10563164422533,16.860244905669738,41.10593006633324,16.86024451803452
-1135075616,10581082548,10581082546,5,5,41.10593006633324,16.86024451803452,41.10561139136639,16.860522875069222
-1135075617,10581082544,2623147213,5,4,41.1061540374003,16.860263940525165,41.10618035470602,16.85987812838807
-1137577500,1634136533,10603948048,4,4,41.1073712316443,16.851811203704127,41.107811674245696,16.852142980597403
-114953453#0,317931842,11387242411,0,0,41.09411644570578,16.857683880721495,41.094239656706755,16.85765103802872
-114953453#1,11387242417,317931842,0,0,41.09347143068304,16.857839775303,41.09411644570578,16.857683880721495
-114953453#2,1300730077,11387242417,0,0,41.09309419647602,16.85793487206362,41.09347143068304,16.857839775303
-114953453#3,9697168846,1300730077,0,0,41.093001606754,16.857956789533933,41.09309419647602,16.85793487206362
-114953453#4,5440189694,9697168846,0,0,41.09296536511633,16.85796434063856,41.093001606754,16.857956789533933
-114953453#5,281617588,5440189694,0,0,41.09289989869124,16.857979997773366,41.09296536511633,16.85796434063856
-114953453#6,612352887,281617588,0,0,41.09252833667128,16.85806965698529,41.09289989869124,16.857979997773366
-114953463#0,1300730084,1300730117,3,3,41.09320884307952,16.855488497319886,41.09312656572228,16.8554909440562
-114953463#1,1300730119,1300730084,3,3,41.093355879226394,16.855508709402194,41.09320884307952,16.855488497319886
-1152950245,7430958604,7430958607,3,3,41.100848149229584,16.852617317751818,41.10079300184851,16.852534676163767
-1157857544,cluster_4178595132_639283154,4178595123,4,4,41.10913270650911,16.8487901611584,41.10909058522897,16.84836155813028
-1157857551,639357043,1602308520,4,4,41.104999538658134,16.850171326700565,41.10480693181174,16.850105781352976
-1157857552#0,5104398667,339622816,4,4,41.10571783447443,16.85051624188231,41.10553819196725,16.850423073697517
-1157857552#1,279395310,5104398667,4,4,41.10723268122874,16.851666547136567,41.10571783447443,16.85051624188231
-1159706695,cluster_10784719155_10844042547,6295285410,4,4,41.10792828313583,16.85357307374672,41.108889438141986,16.85603017646436
-1159706701#0,cluster_10277984501_10826702132,10826702129,4,4,41.10769625715233,16.854193909475043,41.107533596801275,16.853907686346798
-1159706701#1,cluster_10784719177_279395318,cluster_10277984501_10826702132,4,4,41.107789583587284,16.855602745324752,41.10769625715233,16.854193909475043
-1159706701#2,cluster_10278018817_10784719178_1244390602,cluster_10784719177_279395318,4,4,41.10779170351428,16.855834553308313,41.107789583587284,16.855602745324752
-1159706701#3,cluster_10278018810_10784719172,cluster_10278018817_10784719178_1244390602,4,4,41.10771201797107,16.856430733186233,41.10779170351428,16.855834553308313
-1159706701#4,cluster_10278018812_10784719179,cluster_10278018810_10784719172,4,4,41.10760995155661,16.857018182751133,41.10771201797107,16.856430733186233
-1159706701#5,cluster_10784719176_1623987674,cluster_10278018812_10784719179,4,4,41.107317336305385,16.858674438324883,41.10760995155661,16.857018182751133
-1159706701#6,cluster_10125351971_11355660500_11355660501_2623147241_#2more,cluster_10784719176_1623987674,4,4,41.10724795708746,16.859964711007947,41.107317336305385,16.858674438324883
-1166209796#0,10826702129,cluster_10846949237_10846949239,4,4,41.107533596801275,16.853907686346798,41.10722516005434,16.85357330092774
-1166209796#1,10846949220,10826702129,4,4,41.10759934812147,16.853885480330632,41.107533596801275,16.853907686346798
-1166209796#2,10826702127,10846949220,4,4,41.107758960787486,16.8536279742907,41.10759934812147,16.853885480330632
-1166209796#3,10846949247,10826702127,4,4,41.107775486790494,16.85352459311955,41.107758960787486,16.8536279742907
-1166209796#4,1425279534,10846949247,4,4,41.1077707667275,16.85343728679596,41.107775486790494,16.85352459311955
-1166209796#5,10812316621,1425279534,4,4,41.10759517044427,16.853204767875862,41.1077707667275,16.85343728679596
-1166209797,10826702127,cluster_10784719155_10844042547,4,4,41.107758960787486,16.8536279742907,41.10792828313583,16.85357307374672
-1166209798#0,10846949245,10846949236,4,4,41.10719847754798,16.853412257193195,41.10721253812377,16.853450880115524
-1166209798#1,10846949242,10846949245,4,4,41.107194724838436,16.8533767823504,41.10719847754798,16.853412257193195
-1166209800#0,10769408109,10846949248,3,3,41.10133204390066,16.849662784092665,41.10133316193548,16.84953706917289
-1166209800#1,10846949271,10769408109,3,3,41.101313006995454,16.849956372209707,41.10133204390066,16.849662784092665
-1166209800#2,10846949273,10846949271,3,3,41.10130095220911,16.850140485452577,41.101313006995454,16.849956372209707
-1166209801#0,cluster_10846949254_10846949269,648410164,3,3,41.099894122704896,16.85377922927828,41.0993022529031,16.854159218330096
-1167944485,10862182246,9594431304,4,4,41.10843444282556,16.853901236251055,41.10839875374276,16.854176641512204
-1170998716,10881912348,10881912340,3,3,41.10157139467697,16.848988135278823,41.10169908472886,16.849209155256045
-1171610561,3472086402,1262239235,2,2,41.105243661871924,16.876858909639346,41.10524454179116,16.87695968040409
-1171610562,824361674,7728297539,2,2,41.105709425071495,16.87508434379606,41.105715703545606,16.875191104090295
-1173348539,10902010647,10902010646,4,4,41.10878903140279,16.851803653149002,41.1085181369716,16.852595973139756
-1175201458#0,355857393,639357043,4,4,41.10526893208502,16.850284638066835,41.104999538658134,16.850171326700565
-1175201458#1,4788072565,355857393,4,4,41.105413572355964,16.850364318622553,41.10526893208502,16.850284638066835
-1175201458#2,339622816,4788072565,4,4,41.10553819196725,16.850423073697517,41.105413572355964,16.850364318622553
-1175373547#0,11352369098,cluster_11352369091_11352369092_279660527_4456255422,4,4,41.102001552005085,16.856952187789464,41.10184871290965,16.85697348318264
-1175373547#1,10294755164,11352369098,4,4,41.104160576094245,16.857799092902425,41.102001552005085,16.856952187789464
-1175373547#2,2623145971,10294755164,4,4,41.10425002937222,16.85784317479991,41.104160576094245,16.857799092902425
-1175373547#3,1623987612,2623145971,4,4,41.10447378780694,16.857931650872548,41.10425002937222,16.85784317479991
-1175373547#4,280884647,1623987612,4,4,41.10488347699074,16.858108371846992,41.10447378780694,16.857931650872548
-1180391810#0,cluster_10763542120_10763542129,9602600841,3,3,41.10001564310937,16.853851353844753,41.1001739256696,16.854045851016505
-1180391810#2,cluster_10846949254_10846949269,cluster_10763542120_10763542129,3,3,41.099894122704896,16.85377922927828,41.10001564310937,16.853851353844753
-1180402019,10963161464,2623145971,4,4,41.10447153085984,16.856222500263264,41.10425002937222,16.85784317479991
-1180402020,10963161467,10963161466,4,4,41.10493736853101,16.857481245034222,41.104566743738665,16.857406730896614
-1207872176,11191638666,4173128486,3,3,41.09797137080637,16.849701951782066,41.09848309553264,16.84824790691432
-1208984469,11201621873,11201621862,4,4,41.10949901342259,16.8521779087633,41.10890060054974,16.852802632812487
-1210513607#0,10812316622,10812316621,4,4,41.10751517851125,16.853182749257723,41.10759517044427,16.853204767875862
-1210513607#1,cluster_10603947430_10812417119_10846949243,10812316622,4,4,41.107444254950785,16.85312895081561,41.10751517851125,16.853182749257723
-1210513607#2,10846949236,cluster_10603947430_10812417119_10846949243,4,4,41.10721253812377,16.853450880115524,41.107444254950785,16.85312895081561
-1210513607#3,cluster_10846949237_10846949239,10846949236,4,4,41.10722516005434,16.85357330092774,41.10721253812377,16.853450880115524
-1211804124,10881912355,1425279666,3,3,41.10226374108996,16.849199159034608,41.10178918891531,16.848691071158175
-1213318419,11241303278,11241303275,4,4,41.107812804530035,16.853696417408724,41.10790890573766,16.853987913810688
-1213551187#0,cluster_9602600842_9602600843,9602600841,3,3,41.100177578371046,16.85417145966735,41.1001739256696,16.854045851016505
-1213551187#2,9602600844,cluster_9602600842_9602600843,3,3,41.100178644970974,16.854273061334567,41.100177578371046,16.85417145966735
-1213551188#0,11243206920,11243206916,3,3,41.0992927477066,16.855717036772635,41.09930918274342,16.855652961286122
-1213551188#1,11243206918,11243206920,3,3,41.099174731937815,16.85618215097728,41.0992927477066,16.855717036772635
-1213551189,11243206920,11243206919,3,3,41.0992927477066,16.855717036772635,41.09937813906499,16.855756115925743
-1213551191,11243206928,11243206926,3,3,41.099880452504244,16.856462324750247,41.10001948037185,16.85586717201123
-1213551192,11243206931,11243206929,3,3,41.10058785263028,16.856939980991672,41.10062362900713,16.856704264761326
-1213551197,11243229153,339493338,5,5,41.103349547806914,16.861252574662984,41.10395309968096,16.859933276893557
-1218884838#0,1534129971,1534129922,4,4,41.106826010061326,16.85959899059626,41.1070532917953,16.859351985340837
-1218884838#1,1534130062,1534129971,4,4,41.106707156045196,16.859534901637716,41.106826010061326,16.85959899059626
-1218884838#2,1534130015,1534130062,4,4,41.1065776745154,16.859465154080848,41.106707156045196,16.859534901637716
-1218884838#3,1534130022,1534130015,4,4,41.106448461112656,16.859395533460766,41.1065776745154,16.859465154080848
-1218884838#4,1534130011,1534130022,4,4,41.10632094676049,16.85932667558718,41.106448461112656,16.859395533460766
-1219546257#0,cluster_11300153765_4184610468_639283168_7154639001_#1more,cluster_3528202559_639283167,2,2,41.10699373815394,16.874816502857758,41.10691244485124,16.87480275736354
-1219546257#1,11401592590,cluster_11300153765_4184610468_639283168_7154639001_#1more,2,2,41.10691736756623,16.875031546004134,41.10699373815394,16.874816502857758
-1219549364#0,cluster_11300203882_11300226636,11401586724,2,2,41.106107599190366,16.876430989400504,41.10599416974756,16.876205901842063
-1219549364#2,1262218018,cluster_11300203882_11300226636,2,2,41.10612346084446,16.876524447531526,41.106107599190366,16.876430989400504
-1219549369,11300226640,cluster_11300203882_11300226636,2,2,41.10635508634945,16.876206532465417,41.106107599190366,16.876430989400504
-1220606619#0,2495636196,cluster_2495636194_278896434,2,2,41.108816959023954,16.87701559688476,41.10869653273648,16.87700990338547
-1220606619#1,339007092,2495636196,2,2,41.111533788969055,16.876450715532847,41.108816959023954,16.87701559688476
-1222065309#0,11333625513,11333625512,5,5,41.10680460641271,16.86165991419601,41.10709958319476,16.861672059178737
-1222065309#1,11333625514,11333625513,5,5,41.106782360574805,16.86236178386923,41.10680460641271,16.86165991419601
-1222065310,11333625516,11333625513,5,5,41.10641564822287,16.8613154812676,41.10680460641271,16.86165991419601
-1223049033#1,cluster_9678187989_9678187991,cluster_1449642033_281603413,0,0,41.096245281347564,16.864400406994097,41.09620600033746,16.865324458369667
-1223054103#0,1610796093,339214171,3,3,41.10122164156478,16.856753977649824,41.10077714514187,16.85672478408497
-1223054103#1,648410201,1610796093,3,3,41.10129461068737,16.85675901038179,41.10122164156478,16.856753977649824
-1223054103#2,280808617,648410201,3,3,41.10139144618753,16.856769835883647,41.10129461068737,16.85675901038179
-1223054103#3,11352369095,280808617,4,3,41.10174130987348,16.85686388151352,41.10139144618753,16.856769835883647
-1223054103#4,cluster_11352369091_11352369092_279660527_4456255422,11352369095,4,4,41.10184871290965,16.85697348318264,41.10174130987348,16.85686388151352
-1223054106,280803373,280803759,0,0,41.09979024093958,16.85898393702639,41.100540461317074,16.85921884012674
-1223054107,280803759,5534064247,0,3,41.100540461317074,16.85921884012674,41.10064883435636,16.85805137424128
-1223324601,339214557,339209347,3,3,41.09425253627022,16.854587975743872,41.09410258065408,16.854547680343014
-1223941986,5104387867,1637526121,4,4,41.10905474291238,16.849230876280703,41.10900938419117,16.848807660874968
-1223948312,5104387899,5104388465,4,4,41.107877243878235,16.84934609531943,41.10800376121149,16.848916396918757
-1223952298,5104387868,11352601488,4,4,41.10891385462668,16.84925407489748,41.10887656606896,16.848821916787596
-1223952299,5104387871,11352601489,4,4,41.108785886816975,16.849269180578496,41.1087468895683,16.848836856265102
-1223952300,5104387902,11352601490,4,4,41.10851660497703,16.84929472992519,41.10848880849338,16.848866056217968
-1223952301,11352601491,5104387872,4,4,41.10834995236731,16.848880499779487,41.10838179057304,16.84930428421778
-1223952302,11352601492,5104387875,4,4,41.10821433171796,16.848895391352617,41.10824706046586,16.849314198118822
-1223952303,11352601493,5104387876,4,4,41.10808730248376,16.84890814215568,41.108111073706844,16.849323838538275
-1225902099,279400271,279658193,5,5,41.10722702753334,16.867731426968252,41.10708861147075,16.86776858885647
-1225908701#0,639303641,279380880,1,1,41.095537645298826,16.870739776135366,41.09569287979912,16.87076525666099
-1225908701#1,3956683560,639303641,1,1,41.09542999092213,16.870724099804516,41.095537645298826,16.870739776135366
-1225908701#2,3956683569,3956683560,1,1,41.09512436929738,16.870679706484335,41.09542999092213,16.870724099804516
-1225908701#3,652447666,3956683569,1,1,41.094734633492926,16.870623282338368,41.09512436929738,16.870679706484335
-1225908701#4,4178727061,652447666,1,1,41.09332199499707,16.87037388353211,41.094734633492926,16.870623282338368
-1225908702#0,639303642,279380880,1,1,41.0956993781058,16.870930825913923,41.09569287979912,16.87076525666099
-1225908702#1,281601902,639303642,1,1,41.095767402326544,16.872271196289574,41.0956993781058,16.870930825913923
-1225908702#2,2623145181,281601902,1,1,41.09578275702834,16.87247916739478,41.095767402326544,16.872271196289574
-1225908702#3,cluster_281602029_339015708_339016168_3956438244,2623145181,1,1,41.09585259961295,16.87378970658,41.09578275702834,16.87247916739478
-1226960835#0,cluster_11382521003_281616421,9680550558,3,3,41.09340647192865,16.85433033266518,41.09329324416163,16.85429142871151
-1227460006,281825584,1425194911,3,3,41.09593186247525,16.853805913597622,41.09603506212882,16.85384667964511
-1227835659#0,cluster_11291846124_11291846125_11386136601_1784570446_#5more,cluster_11386136586_9554612839,2,2,41.10396136550254,16.875432338279303,41.10384195893142,16.875391667275327
-1227835659#1,11386136587,cluster_11291846124_11291846125_11386136601_1784570446_#5more,2,2,41.103860694627045,16.87560738212644,41.10396136550254,16.875432338279303
-1235498757,1425279534,9985494836,4,4,41.1077707667275,16.85343728679596,41.10926434887083,16.85325433682204
-1238851922,cluster_11508579758_11626675209_281825333_339235972_#1more,281825331,3,3,41.098788149264074,16.854279784852835,41.09874388317417,16.854662669666943
-1238851923#0,1425194968,281825331,3,3,41.09882477217356,16.854584214083616,41.09874388317417,16.854662669666943
-1238851923#1,11508596171,1425194968,3,3,41.09886951150565,16.85453558119184,41.09882477217356,16.854584214083616
-1238851923#2,11508596173,11508596171,3,3,41.09904206783896,16.854486853297903,41.09886951150565,16.85453558119184
-1238851926,11508596185,639975028,3,3,41.0990410955964,16.852991378701397,41.09853497823817,16.85297953134063
-1238851927#0,10846949248,10881912340,3,3,41.10133316193548,16.84953706917289,41.10169908472886,16.849209155256045
-1238851927#1,11508596191,10846949248,3,3,41.1011245063112,16.84954538375099,41.10133316193548,16.84953706917289
-1239630397,11516310176,11516310173,5,5,41.103231338604836,16.86993525825686,41.10350418062773,16.869923709106633
-1239630398,11516310184,4184602387,2,2,41.104855341537586,16.875222709203022,41.10487330773854,16.87532527554723
-1240423334,cluster_11508579768_319962625,1425194958,3,3,41.09582996238296,16.854473400349328,41.09585257680706,16.854305198172906
-1240423339#0,11524588164,cluster_11524588163_5440189943_5440189945_620120698,0,0,41.09770518803622,16.858314889251236,41.09782874807601,16.858422322289133
-1240423339#1,11524588165,11524588164,0,0,41.09741146202489,16.858275411600655,41.09770518803622,16.858314889251236
-1240423340,11524588167,11524588164,3,0,41.0977278370717,16.857469168735634,41.09770518803622,16.858314889251236
